"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Hubei_Allowance Price_Domestic Currency (CNY)"
"2768",2012-07-27,6.85,NA,5.2,NA
"2771",2012-07-30,6.54,NA,4.85,NA
"2772",2012-07-31,6.88,NA,4.85,NA
"2773",2012-08-01,6.94,NA,4.85,NA
"2774",2012-08-02,7.03,NA,4.85,NA
"2775",2012-08-03,7.12,NA,4.85,NA
"2778",2012-08-06,7.18,NA,4.85,NA
"2779",2012-08-07,7.28,NA,4.85,NA
"2780",2012-08-08,7.18,NA,4.85,NA
"2781",2012-08-09,7.14,NA,4.85,NA
"2782",2012-08-10,7.18,NA,4.75,NA
"2785",2012-08-13,7.44,NA,4.75,NA
"2786",2012-08-14,7.59,NA,4.75,NA
"2787",2012-08-15,7.45,NA,4.75,NA
"2788",2012-08-16,7.66,NA,4.75,NA
"2789",2012-08-17,7.65,NA,4.75,NA
"2792",2012-08-20,7.6,NA,4.75,NA
"2793",2012-08-21,7.87,NA,4.75,NA
"2794",2012-08-22,7.98,NA,4.75,NA
"2795",2012-08-23,8.11,NA,4.75,NA
"2796",2012-08-24,8.12,NA,4.75,NA
"2799",2012-08-27,8.11,NA,4.75,NA
"2800",2012-08-28,7.91,NA,4.75,NA
"2801",2012-08-29,7.64,NA,4.75,NA
"2802",2012-08-30,7.6,NA,4.7,NA
"2803",2012-08-31,7.92,NA,4.7,NA
"2806",2012-09-03,8.21,NA,4.77,NA
"2807",2012-09-04,8.16,NA,4.77,NA
"2808",2012-09-05,8.21,NA,4.75,NA
"2809",2012-09-06,8.21,NA,4.7,NA
"2810",2012-09-07,8.28,NA,4.75,NA
"2813",2012-09-10,7.85,NA,4.72,NA
"2814",2012-09-11,7.7,NA,4.45,NA
"2815",2012-09-12,7.88,NA,4.1,NA
"2816",2012-09-13,7.74,NA,4,NA
"2817",2012-09-14,7.37,NA,3.6,NA
"2820",2012-09-17,7.34,NA,3.4,NA
"2821",2012-09-18,7.41,NA,3.3,NA
"2822",2012-09-19,7.5,NA,2.9,NA
"2823",2012-09-20,7.63,NA,2.95,NA
"2824",2012-09-21,7.39,NA,3.2,NA
"2827",2012-09-24,7.2,NA,3.32,NA
"2828",2012-09-25,7.41,NA,3.7,NA
"2829",2012-09-26,7.58,NA,3.7,NA
"2830",2012-09-27,7.77,NA,3.75,NA
"2831",2012-09-28,7.83,NA,3.8,NA
"2834",2012-10-01,7.88,NA,3.75,NA
"2835",2012-10-02,7.82,NA,3.85,NA
"2836",2012-10-03,NA,NA,3.85,NA
"2837",2012-10-04,7.58,NA,3.5,NA
"2838",2012-10-05,7.74,NA,3.55,NA
"2841",2012-10-08,7.88,NA,3.52,NA
"2842",2012-10-09,7.83,NA,3.65,NA
"2843",2012-10-10,7.72,NA,3.5,NA
"2844",2012-10-11,7.76,NA,3.4,NA
"2845",2012-10-12,7.77,NA,3.3,NA
"2848",2012-10-15,7.65,NA,3.2,NA
"2849",2012-10-16,7.95,NA,3,NA
"2850",2012-10-17,8.24,NA,3.1,NA
"2851",2012-10-18,8.04,NA,3.05,NA
"2852",2012-10-19,7.92,NA,2.97,NA
"2855",2012-10-22,7.88,NA,NA,NA
"2856",2012-10-23,7.85,NA,2.6,NA
"2857",2012-10-24,7.66,NA,2.5,NA
"2858",2012-10-25,7.65,NA,2.7,NA
"2859",2012-10-26,7.85,NA,2.62,NA
"2862",2012-10-29,8.05,NA,2.62,NA
"2863",2012-10-30,8.11,NA,2.85,NA
"2864",2012-10-31,8.2,NA,3.07,NA
"2865",2012-11-01,8.02,NA,3,NA
"2866",2012-11-02,8.07,NA,2.87,NA
"2869",2012-11-05,8.23,NA,3,NA
"2870",2012-11-06,8.32,NA,2.97,NA
"2871",2012-11-07,8.19,NA,2.87,NA
"2872",2012-11-08,8.25,NA,2.85,NA
"2873",2012-11-09,8.31,NA,2.7,NA
"2876",2012-11-12,9.06,NA,2.92,NA
"2877",2012-11-13,8.37,NA,3.07,NA
"2878",2012-11-14,7.88,10.09,2.6,NA
"2879",2012-11-15,7.11,NA,2.7,NA
"2880",2012-11-16,6.86,NA,2.77,NA
"2883",2012-11-19,6.69,NA,2.8,NA
"2884",2012-11-20,6.73,NA,2.87,NA
"2885",2012-11-21,6.73,NA,2.85,NA
"2886",2012-11-22,6.75,NA,2.92,NA
"2887",2012-11-23,6.99,NA,3.1,NA
"2890",2012-11-26,6.79,NA,2.87,NA
"2891",2012-11-27,6.83,NA,2.87,NA
"2892",2012-11-28,6.82,NA,2.75,NA
"2893",2012-11-29,6.58,NA,2.95,NA
"2894",2012-11-30,6.2,NA,2.8,NA
"2897",2012-12-03,5.99,NA,2.8,NA
"2898",2012-12-04,5.71,NA,2.77,NA
"2899",2012-12-05,6.16,NA,2.5,NA
"2900",2012-12-06,6.37,NA,2.5,NA
"2901",2012-12-07,6.76,NA,2.67,NA
"2904",2012-12-10,7.07,NA,2.7,NA
"2905",2012-12-11,6.82,NA,2.65,NA
"2906",2012-12-12,6.76,NA,2.6,NA
"2907",2012-12-13,6.65,NA,2.5,NA
"2908",2012-12-14,6.57,NA,2.5,NA
"2911",2012-12-17,6.51,NA,2.5,NA
"2912",2012-12-18,6.69,NA,2.55,NA
"2913",2012-12-19,7.02,NA,2.5,NA
"2914",2012-12-20,7.13,NA,2.5,NA
"2915",2012-12-21,7.01,NA,2.7,NA
"2918",2012-12-24,NA,NA,NA,NA
"2919",2012-12-25,NA,NA,NA,NA
"2920",2012-12-26,NA,NA,NA,NA
"2921",2012-12-27,6.9,NA,2.7,NA
"2922",2012-12-28,6.53,NA,2.7,NA
"2925",2012-12-31,NA,NA,2.7,NA
"2926",2013-01-01,NA,NA,NA,NA
"2927",2013-01-02,6.47,NA,NA,NA
"2928",2013-01-03,6.18,NA,2.7,NA
"2929",2013-01-04,6.18,NA,2.7,NA
"2932",2013-01-07,6.46,NA,2.7,NA
"2933",2013-01-08,6.27,NA,2.67,NA
"2934",2013-01-09,6.05,NA,2.67,NA
"2935",2013-01-10,5.89,NA,2.67,NA
"2936",2013-01-11,5.73,NA,2.67,NA
"2939",2013-01-14,5.7,NA,2.5,NA
"2940",2013-01-15,5.88,NA,2.67,NA
"2941",2013-01-16,5.46,NA,2.67,NA
"2942",2013-01-17,5.4,NA,2.75,NA
"2943",2013-01-18,4.94,NA,2.67,NA
"2946",2013-01-21,4.8,NA,NA,NA
"2947",2013-01-22,5.25,NA,2.5,NA
"2948",2013-01-23,4.55,NA,2.47,NA
"2949",2013-01-24,4.25,NA,2.62,NA
"2950",2013-01-25,4.01,NA,2.6,NA
"2953",2013-01-28,4.06,NA,NA,NA
"2954",2013-01-29,3.88,NA,2.4,NA
"2955",2013-01-30,3.7,NA,2.5,NA
"2956",2013-01-31,3.37,NA,2.45,NA
"2957",2013-02-01,4.16,NA,2.37,NA
"2960",2013-02-04,4.49,NA,2.5,NA
"2961",2013-02-05,4.35,NA,2.42,NA
"2962",2013-02-06,4.06,NA,NA,NA
"2963",2013-02-07,4.1,NA,2.42,NA
"2964",2013-02-08,4.42,NA,2.42,NA
"2967",2013-02-11,4.37,NA,2.42,NA
"2968",2013-02-12,4.49,NA,2.3,NA
"2969",2013-02-13,5.11,NA,2.4,NA
"2970",2013-02-14,5.15,NA,2,NA
"2971",2013-02-15,5.07,NA,1.5,NA
"2974",2013-02-18,5.02,NA,1.45,NA
"2975",2013-02-19,4.58,13.62,1.45,NA
"2976",2013-02-20,4.86,NA,1.6,NA
"2977",2013-02-21,5.2,NA,1.75,NA
"2978",2013-02-22,5.07,NA,1.85,NA
"2981",2013-02-25,4.45,NA,1.85,NA
"2982",2013-02-26,4.2,NA,1.67,NA
"2983",2013-02-27,4.36,NA,1.65,NA
"2984",2013-02-28,4.79,NA,1.5,NA
"2985",2013-03-01,4.57,NA,1.55,NA
"2988",2013-03-04,4.53,NA,1.73,NA
"2989",2013-03-05,4.12,NA,1.73,NA
"2990",2013-03-06,4.17,NA,1.85,NA
"2991",2013-03-07,4.22,NA,1.85,NA
"2992",2013-03-08,4.18,NA,2.05,NA
"2995",2013-03-11,3.88,NA,2.05,NA
"2996",2013-03-12,3.65,NA,2.05,NA
"2997",2013-03-13,3.46,NA,2.05,NA
"2998",2013-03-14,3.65,NA,2.05,NA
"2999",2013-03-15,3.71,NA,2.05,NA
"3002",2013-03-18,3.49,NA,2.05,NA
"3003",2013-03-19,3.44,NA,2.05,NA
"3004",2013-03-20,3.9,NA,2.09,NA
"3005",2013-03-21,4.4,NA,2,NA
"3006",2013-03-22,4.1,NA,2,NA
"3009",2013-03-25,4.43,NA,2,NA
"3010",2013-03-26,4.56,NA,2.1,NA
"3011",2013-03-27,4.89,NA,2,NA
"3012",2013-03-28,4.82,NA,2.05,NA
"3013",2013-03-29,NA,NA,NA,NA
"3016",2013-04-01,NA,NA,NA,NA
"3017",2013-04-02,4.87,NA,2.05,NA
"3018",2013-04-03,4.85,NA,2.05,NA
"3019",2013-04-04,4.95,NA,2.03,NA
"3020",2013-04-05,5.11,NA,2.03,NA
"3023",2013-04-08,5.13,NA,2.05,NA
"3024",2013-04-09,4.73,NA,2.05,NA
"3025",2013-04-10,4.29,NA,2.12,NA
"3026",2013-04-11,4.26,NA,2.18,NA
"3027",2013-04-12,4.67,NA,2.2,NA
"3030",2013-04-15,4.72,NA,2.25,NA
"3031",2013-04-16,3.02,NA,2.27,NA
"3032",2013-04-17,2.68,NA,2.27,NA
"3033",2013-04-18,2.99,NA,2.12,NA
"3034",2013-04-19,3.02,NA,2.1,NA
"3037",2013-04-22,2.83,NA,2.1,NA
"3038",2013-04-23,3.02,NA,2,NA
"3039",2013-04-24,2.95,NA,2,NA
"3040",2013-04-25,2.92,NA,NA,NA
"3041",2013-04-26,3.06,NA,2,NA
"3044",2013-04-29,3.25,NA,2,NA
"3045",2013-04-30,3.08,NA,1.97,NA
"3046",2013-05-01,NA,NA,1.95,NA
"3047",2013-05-02,3.04,NA,2,NA
"3048",2013-05-03,3.72,NA,2,NA
"3051",2013-05-06,3.84,NA,2,NA
"3052",2013-05-07,3.71,NA,2,NA
"3053",2013-05-08,3.47,NA,2.03,NA
"3054",2013-05-09,NA,NA,2.03,NA
"3055",2013-05-10,3.32,NA,2.02,NA
"3058",2013-05-13,3.23,NA,2.02,NA
"3059",2013-05-14,3.47,NA,1.97,NA
"3060",2013-05-15,3.61,NA,1.97,NA
"3061",2013-05-16,3.65,14,1.97,NA
"3062",2013-05-17,3.51,NA,1.97,NA
"3065",2013-05-20,NA,NA,1.97,NA
"3066",2013-05-21,3.52,NA,1.98,NA
"3067",2013-05-22,3.3,NA,1.98,NA
"3068",2013-05-23,3.37,NA,1.98,NA
"3069",2013-05-24,3.53,NA,1.98,NA
"3072",2013-05-27,3.46,NA,1.98,NA
"3073",2013-05-28,3.6,NA,1.97,NA
"3074",2013-05-29,3.73,NA,1.9,NA
"3075",2013-05-30,3.76,NA,1.9,NA
"3076",2013-05-31,3.91,NA,1.9,NA
"3079",2013-06-03,3.89,NA,NA,NA
"3080",2013-06-04,3.92,NA,1.92,NA
"3081",2013-06-05,3.89,NA,2.05,NA
"3082",2013-06-06,3.96,NA,2.04,NA
"3083",2013-06-07,4.08,NA,1.8,NA
"3086",2013-06-10,4.02,NA,1.85,NA
"3087",2013-06-11,4.16,NA,1.75,NA
"3088",2013-06-12,4.47,NA,1.75,NA
"3089",2013-06-13,4.39,NA,1.8,NA
"3090",2013-06-14,4.74,NA,1.75,NA
"3093",2013-06-17,4.54,NA,1.78,NA
"3094",2013-06-18,4.6,NA,1.77,NA
"3095",2013-06-19,4.33,NA,1.78,NA
"3096",2013-06-20,4.35,NA,1.78,NA
"3097",2013-06-21,4.34,NA,1.75,NA
"3100",2013-06-24,4.11,NA,1.77,NA
"3101",2013-06-25,4.25,NA,1.79,NA
"3102",2013-06-26,4.38,NA,1.83,NA
"3103",2013-06-27,4.4,NA,1.85,NA
"3104",2013-06-28,4.15,NA,1.9,NA
"3107",2013-07-01,4.21,NA,1.9,NA
"3108",2013-07-02,4.25,NA,1.9,NA
"3109",2013-07-03,4.66,NA,1.93,NA
"3110",2013-07-04,4.53,NA,1.93,NA
"3111",2013-07-05,4.24,NA,1.95,NA
"3114",2013-07-08,4.21,NA,1.95,NA
"3115",2013-07-09,4.14,NA,1.95,NA
"3116",2013-07-10,4.02,NA,2.05,NA
"3117",2013-07-11,4.09,NA,2.1,NA
"3118",2013-07-12,4.03,NA,2.1,NA
"3121",2013-07-15,4.01,NA,2.1,NA
"3122",2013-07-16,4.1,NA,2.1,NA
"3123",2013-07-17,4.12,NA,2.1,NA
"3124",2013-07-18,4.11,NA,2.1,NA
"3125",2013-07-19,4.17,NA,2.1,NA
"3128",2013-07-22,4.2,NA,2.1,NA
"3129",2013-07-23,4.25,NA,2.1,NA
"3130",2013-07-24,4.27,NA,2.1,NA
"3131",2013-07-25,4.28,NA,2.09,NA
"3132",2013-07-26,4.29,NA,2.1,NA
"3135",2013-07-29,4.3,NA,2.1,NA
"3136",2013-07-30,4.26,NA,2.1,NA
"3137",2013-07-31,4.3,NA,2.15,NA
"3138",2013-08-01,4.31,NA,2.15,NA
"3139",2013-08-02,4.37,NA,2.15,NA
"3142",2013-08-05,4.4,NA,2.25,NA
"3143",2013-08-06,4.52,NA,2.3,NA
"3144",2013-08-07,4.47,NA,2.3,NA
"3145",2013-08-08,4.51,NA,2.3,NA
"3146",2013-08-09,4.43,NA,2.55,NA
"3149",2013-08-12,4.29,NA,2.55,NA
"3150",2013-08-13,4.29,NA,2.6,NA
"3151",2013-08-14,4.33,NA,2.6,NA
"3152",2013-08-15,4.33,NA,2.67,NA
"3153",2013-08-16,4.34,12.22,2.67,NA
"3156",2013-08-19,4.31,NA,2.8,NA
"3157",2013-08-20,4.33,NA,2.8,NA
"3158",2013-08-21,4.32,NA,2.8,NA
"3159",2013-08-22,4.48,NA,3,NA
"3160",2013-08-23,4.41,NA,3.42,NA
"3163",2013-08-26,4.43,NA,4.85,NA
"3164",2013-08-27,4.54,NA,4.65,NA
"3165",2013-08-28,4.59,NA,4.6,NA
"3166",2013-08-29,4.58,NA,4.5,NA
"3167",2013-08-30,4.56,NA,4.25,NA
"3170",2013-09-02,4.49,NA,4.21,NA
"3171",2013-09-03,4.39,NA,3.9,NA
"3172",2013-09-04,4.53,NA,4.07,NA
"3173",2013-09-05,4.95,NA,4.2,NA
"3174",2013-09-06,5.45,NA,4.3,NA
"3177",2013-09-09,5.29,NA,4.3,NA
"3178",2013-09-10,5.13,NA,4.2,NA
"3179",2013-09-11,5.25,NA,4,NA
"3180",2013-09-12,5.58,NA,4,NA
"3181",2013-09-13,5.39,NA,4.4,NA
"3184",2013-09-16,5.46,NA,4.6,NA
"3185",2013-09-17,5.65,NA,4.6,NA
"3186",2013-09-18,5.5,NA,4.8,NA
"3187",2013-09-19,5.33,NA,4.9,NA
"3188",2013-09-20,5.33,NA,4.85,NA
"3191",2013-09-23,5.4,NA,4.8,NA
"3192",2013-09-24,5.37,NA,4.5,NA
"3193",2013-09-25,5.37,NA,4.5,NA
"3194",2013-09-26,5.46,NA,4.5,NA
"3195",2013-09-27,5.37,NA,4.5,NA
"3198",2013-09-30,5.01,NA,4.5,NA
"3199",2013-10-01,5.13,NA,4.4,NA
"3200",2013-10-02,5.26,NA,4.4,NA
"3201",2013-10-03,NA,NA,4.15,NA
"3202",2013-10-04,5.07,NA,4.15,NA
"3205",2013-10-07,4.98,NA,4.15,NA
"3206",2013-10-08,4.85,NA,4.2,NA
"3207",2013-10-09,4.77,NA,4.3,NA
"3208",2013-10-10,4.7,NA,4.3,NA
"3209",2013-10-11,4.58,NA,4.3,NA
"3212",2013-10-14,4.8,NA,4.25,NA
"3213",2013-10-15,4.94,NA,4.2,NA
"3214",2013-10-16,5.32,NA,4,NA
"3215",2013-10-17,5.16,NA,4,NA
"3216",2013-10-18,5.11,NA,3.95,NA
"3219",2013-10-21,4.57,NA,3.95,NA
"3220",2013-10-22,4.68,NA,3.9,NA
"3221",2013-10-23,4.6,NA,3.9,NA
"3222",2013-10-24,4.55,NA,3.8,NA
"3223",2013-10-25,4.96,NA,3.75,NA
"3226",2013-10-28,4.81,NA,NA,NA
"3227",2013-10-29,5.07,NA,3.7,NA
"3228",2013-10-30,4.94,NA,3.65,NA
"3229",2013-10-31,4.81,NA,3.65,NA
"3230",2013-11-01,4.58,NA,3.6,NA
"3233",2013-11-04,4.56,NA,3.53,NA
"3234",2013-11-05,4.76,NA,3.5,NA
"3235",2013-11-06,4.76,NA,3.45,NA
"3236",2013-11-07,4.8,NA,3.45,NA
"3237",2013-11-08,4.47,NA,3.45,NA
"3240",2013-11-11,4.55,NA,3.5,NA
"3241",2013-11-12,4.6,NA,3.3,NA
"3242",2013-11-13,4.64,NA,3.3,NA
"3243",2013-11-14,4.58,NA,3.1,NA
"3244",2013-11-15,4.5,NA,3.15,NA
"3247",2013-11-18,4.33,NA,3.12,NA
"3248",2013-11-19,4.41,11.48,3.15,NA
"3249",2013-11-20,4.46,NA,3.18,NA
"3250",2013-11-21,4.4,NA,3.32,NA
"3251",2013-11-22,4.4,NA,3.3,NA
"3254",2013-11-25,4.4,NA,3.35,NA
"3255",2013-11-26,4.46,NA,3.45,NA
"3256",2013-11-27,4.44,NA,3.5,NA
"3257",2013-11-28,4.42,NA,3.6,NA
"3258",2013-11-29,4.34,NA,4.1,NA
"3261",2013-12-02,4.48,NA,4.05,NA
"3262",2013-12-03,4.48,NA,3.95,NA
"3263",2013-12-04,4.48,NA,3.9,NA
"3264",2013-12-05,4.64,NA,3.8,NA
"3265",2013-12-06,4.78,NA,3.8,NA
"3268",2013-12-09,4.88,NA,3.7,NA
"3269",2013-12-10,5,NA,3.7,NA
"3270",2013-12-11,4.88,NA,3.7,NA
"3271",2013-12-12,4.88,NA,3.6,NA
"3272",2013-12-13,4.78,NA,3.5,NA
"3275",2013-12-16,4.64,NA,3.5,NA
"3276",2013-12-17,4.88,NA,3.45,NA
"3277",2013-12-18,4.87,NA,3.45,NA
"3278",2013-12-19,4.96,NA,3.2,NA
"3279",2013-12-20,4.76,NA,3.2,NA
"3282",2013-12-23,4.77,NA,3.2,NA
"3283",2013-12-24,NA,NA,3.15,NA
"3284",2013-12-25,NA,NA,NA,NA
"3285",2013-12-26,NA,NA,NA,NA
"3286",2013-12-27,4.91,NA,3.15,NA
"3289",2013-12-30,4.91,NA,3.15,NA
"3290",2013-12-31,NA,NA,3.15,NA
"3291",2014-01-01,NA,NA,NA,NA
"3292",2014-01-02,4.74,NA,NA,NA
"3293",2014-01-03,4.71,NA,3.15,NA
"3296",2014-01-06,4.65,NA,3.15,NA
"3297",2014-01-07,4.67,NA,3.15,NA
"3298",2014-01-08,4.6,NA,3.15,NA
"3299",2014-01-09,4.51,NA,3.15,NA
"3300",2014-01-10,4.5,NA,3.2,NA
"3303",2014-01-13,4.61,NA,3.27,NA
"3304",2014-01-14,4.82,NA,3.31,NA
"3305",2014-01-15,4.8,NA,3.35,NA
"3306",2014-01-16,5.07,NA,3.35,NA
"3307",2014-01-17,5.07,NA,3.4,NA
"3310",2014-01-20,4.92,NA,NA,NA
"3311",2014-01-21,5.02,NA,3.4,NA
"3312",2014-01-22,5.11,NA,3.4,NA
"3313",2014-01-23,5.03,NA,3.52,NA
"3314",2014-01-24,5.25,NA,3.5,NA
"3317",2014-01-27,5.39,NA,NA,NA
"3318",2014-01-28,5.51,NA,3.45,NA
"3319",2014-01-29,5.49,NA,3.35,NA
"3320",2014-01-30,5.7,NA,3.25,NA
"3321",2014-01-31,5.55,NA,3.23,NA
"3324",2014-02-03,5.82,NA,3.23,NA
"3325",2014-02-04,5.81,NA,3.23,NA
"3326",2014-02-05,6.05,NA,3.23,NA
"3327",2014-02-06,6.44,NA,NA,NA
"3328",2014-02-07,6.44,NA,3.25,NA
"3331",2014-02-10,6.39,NA,3.22,NA
"3332",2014-02-11,6.23,NA,3.22,NA
"3333",2014-02-12,6.34,NA,3.25,NA
"3334",2014-02-13,6.38,NA,3.3,NA
"3335",2014-02-14,6.57,NA,3.35,NA
"3338",2014-02-17,6.78,NA,3.35,NA
"3339",2014-02-18,6.73,NA,3.35,NA
"3340",2014-02-19,6.9,11.48,3.3,NA
"3341",2014-02-20,6.99,NA,3.4,NA
"3342",2014-02-21,7.11,NA,3.4,NA
"3345",2014-02-24,6.98,NA,3.4,NA
"3346",2014-02-25,6.2,NA,3.4,NA
"3347",2014-02-26,6.49,NA,3.15,NA
"3348",2014-02-27,6.5,NA,3.2,NA
"3349",2014-02-28,7.05,NA,3.1,NA
"3352",2014-03-03,6.58,NA,3.1,NA
"3353",2014-03-04,6.8,NA,3.05,NA
"3354",2014-03-05,6.77,NA,3.05,NA
"3355",2014-03-06,6.79,NA,3.05,NA
"3356",2014-03-07,6.91,NA,3.05,NA
"3359",2014-03-10,6.89,NA,3.05,NA
"3360",2014-03-11,6.82,NA,3.05,NA
"3361",2014-03-12,6.49,NA,2.9,NA
"3362",2014-03-13,6.42,NA,2.87,NA
"3363",2014-03-14,6.3,NA,3,NA
"3366",2014-03-17,5.88,NA,3,NA
"3367",2014-03-18,5.78,NA,3.02,NA
"3368",2014-03-19,5.96,NA,3.02,NA
"3369",2014-03-20,6,NA,3.05,NA
"3370",2014-03-21,6.17,NA,3.07,NA
"3373",2014-03-24,5.85,NA,3.07,NA
"3374",2014-03-25,5.85,NA,3.07,NA
"3375",2014-03-26,5.79,NA,3.06,NA
"3376",2014-03-27,5.24,NA,3.06,NA
"3377",2014-03-28,4.35,NA,3.1,NA
"3380",2014-03-31,4.63,NA,3.1,NA
"3381",2014-04-01,5.04,NA,3.07,NA
"3382",2014-04-02,4.82,NA,3.06,21.00003921
"3383",2014-04-03,4.82,NA,3.07,24.2
"3384",2014-04-04,4.69,NA,3.07,26.60967135
"3387",2014-04-07,4.97,NA,3.07,NA
"3388",2014-04-08,4.86,NA,3.06,26.55791249
"3389",2014-04-09,4.92,NA,3.06,25.06538781
"3390",2014-04-10,5.08,NA,3.07,24.73792225
"3391",2014-04-11,5.23,NA,3.05,24.79821951
"3394",2014-04-14,5.25,NA,3.05,24.46011222
"3395",2014-04-15,5.55,NA,3.06,25.32860704
"3396",2014-04-16,5.42,NA,3.05,25.15219794
"3397",2014-04-17,5.53,NA,3.07,24.72908391
"3398",2014-04-18,NA,NA,NA,25.07294839
"3401",2014-04-21,NA,NA,NA,24.84688961
"3402",2014-04-22,5.66,NA,3.05,24.76035082
"3403",2014-04-23,5.67,NA,3.07,24.43346726
"3404",2014-04-24,5.71,NA,3.07,24.10758333
"3405",2014-04-25,5.06,NA,NA,24.29140356
"3408",2014-04-28,5.19,NA,3.09,24.49391373
"3409",2014-04-29,5.42,NA,3,24.25300902
"3410",2014-04-30,5.4,NA,3.02,24.3554104
"3411",2014-05-01,NA,NA,3.02,NA
"3412",2014-05-02,5.17,NA,3.05,NA
"3415",2014-05-05,5.22,NA,3.05,24.19347449
"3416",2014-05-06,5.22,NA,3.05,23.82969031
"3417",2014-05-07,5.12,NA,3.05,23.7711378
"3418",2014-05-08,5.13,NA,3.11,23.73016402
"3419",2014-05-09,5.24,NA,3.11,23.73151956
"3422",2014-05-12,5.3,NA,3.12,23.61526108
"3423",2014-05-13,5.28,NA,3.16,23.59737371
"3424",2014-05-14,5.11,NA,3.15,23.7189399
"3425",2014-05-15,4.77,NA,3.09,24.01152619
"3426",2014-05-16,4.79,11.5,3.9,23.95998
"3429",2014-05-19,4.7,NA,4.15,23.94547228
"3430",2014-05-20,4.84,NA,4.2,24.03016576
"3431",2014-05-21,5.12,NA,4.1,23.81465065
"3432",2014-05-22,5.16,NA,4.3,24.31327993
"3433",2014-05-23,5.11,NA,4.4,23.90490052
"3436",2014-05-26,5.1,NA,4.6,23.89417853
"3437",2014-05-27,5.16,NA,4.65,23.8868474
"3438",2014-05-28,5.18,NA,5.2,23.88805932
"3439",2014-05-29,5.21,NA,5.15,23.71319834
"3440",2014-05-30,5.09,NA,5,23.90984634
"3443",2014-06-02,5.15,NA,NA,NA
"3444",2014-06-03,5.42,NA,5,23.93182155
"3445",2014-06-04,5.39,NA,5,23.97619359
"3446",2014-06-05,5.51,NA,5.05,23.94098889
"3447",2014-06-06,5.45,NA,4.92,23.62410607
"3450",2014-06-09,5.51,NA,4.9,23.72514636
"3451",2014-06-10,5.48,NA,4.9,23.68347935
"3452",2014-06-11,5.35,NA,4.9,23.64416023
"3453",2014-06-12,5.54,NA,4.7,23.52252637
"3454",2014-06-13,5.65,NA,4.7,23.39390833
"3457",2014-06-16,5.64,NA,4.7,23.38814757
"3458",2014-06-17,5.71,NA,4.1,22.85668348
"3459",2014-06-18,5.66,NA,4.2,22.89006226
"3460",2014-06-19,5.52,NA,4.2,22.9163186
"3461",2014-06-20,5.65,NA,4.2,22.92382088
"3464",2014-06-23,5.78,NA,4.15,22.90971928
"3465",2014-06-24,5.75,NA,4.15,23.10619817
"3466",2014-06-25,5.71,NA,4.2,23.05016968
"3467",2014-06-26,5.71,NA,4.2,22.72579825
"3468",2014-06-27,5.78,NA,4.2,22.62292278
"3471",2014-06-30,5.81,NA,4.2,22.73820124
"3472",2014-07-01,5.98,NA,4.2,22.77667755
"3473",2014-07-02,6.07,NA,4.2,22.90883433
"3474",2014-07-03,5.97,NA,4.2,22.87716239
"3475",2014-07-04,5.63,NA,4.2,22.75973565
"3478",2014-07-07,5.52,NA,4.15,22.95279916
"3479",2014-07-08,5.72,NA,4.15,23.21978405
"3480",2014-07-09,5.78,NA,4.15,23.24601294
"3481",2014-07-10,5.68,NA,4.15,23.28174952
"3482",2014-07-11,5.72,NA,4.15,23.635032
"3485",2014-07-14,5.87,NA,4.1,24.01075238
"3486",2014-07-15,5.86,NA,4.07,24.13830541
"3487",2014-07-16,6.01,NA,4.02,24.01409166
"3488",2014-07-17,6.13,NA,4,23.95474117
"3489",2014-07-18,5.98,NA,3.95,23.90418193
"3492",2014-07-21,6.03,NA,4,23.54355009
"3493",2014-07-22,6.13,NA,4,23.61836788
"3494",2014-07-23,6.15,NA,3.97,23.52772529
"3495",2014-07-24,6.02,NA,3.95,21.3119976
"3496",2014-07-25,6.13,NA,4,22.77600125
"3499",2014-07-28,6.17,NA,4,22.73674176
"3500",2014-07-29,6.01,NA,3.97,23.87298106
"3501",2014-07-30,6.1,NA,3.97,23.50379456
"3502",2014-07-31,6.19,NA,3.9,23.5980893
"3503",2014-08-01,6.26,NA,3.95,23.43024627
"3506",2014-08-04,6.24,NA,3.95,23.07746817
"3507",2014-08-05,6.18,NA,3.95,23.10768363
"3508",2014-08-06,6.19,NA,3.95,23.06492856
"3509",2014-08-07,5.94,NA,3.95,22.4739309
"3510",2014-08-08,5.93,NA,3.95,23.04108584
"3513",2014-08-11,6.06,NA,3.95,23.01384083
"3514",2014-08-12,6.04,NA,3.95,22.54179646
"3515",2014-08-13,6.17,NA,3.9,22.77134667
"3516",2014-08-14,6.14,NA,3.85,22.59242796
"3517",2014-08-15,6.36,NA,3.85,22.82251387
"3520",2014-08-18,6.34,11.5,3.85,22.54751043
"3521",2014-08-19,6.42,NA,3.85,22.55547556
"3522",2014-08-20,6.38,NA,3.85,22.62323143
"3523",2014-08-21,6.32,NA,3.8,22.91307833
"3524",2014-08-22,6.34,NA,3.8,22.30152738
"3527",2014-08-25,6.31,NA,3.8,22.68400141
"3528",2014-08-26,6.3,NA,3.9,22.9597203
"3529",2014-08-27,6.35,NA,4,22.58544743
"3530",2014-08-28,6.43,NA,4,23.13207183
"3531",2014-08-29,6.38,NA,4.25,23.6434361
"3534",2014-09-01,6.38,NA,4.25,23.78241814
